133949 218932 42941 38208 57311 10866 209540 199719 123441 215048 38168 198942 170843 18516 79414 185763
167918 157679 16115 218697 232711 953 89629 118272 148671 244415 87042 7536 108116 49919 18357 144102
227546 171086 112184 215325 77127 30050 70653 5313 77710 218503 41140 103979 209403 65563 232395 111670
244138 100916 187933 142766 43237 191871 97521 176177 168075 189085 89841 220177 136770 261108 208287 175938
12712 201500 83828 27639 175097 159547 233506 228195 139777 253873 221218 250801 254691 26689 159907 146294
8810 29441 24491 165202 133949 82410 225269 175790 183032 60391 8547 228945 220766 214907 5056 65500
65121 71471 73716 24215 50281 187061 90637 37593 239898 80156 106396 195370 128988 6055 61972 37905
261622 586 94171 185661 167625 230006 245270 126535 110146 46734 70032 61645 204168 191517 119464 224747
157751 94201 151392 144819 26188 214092 216088 246394 205009 94998 53672 229118 139166 140937 255496 11882
176989 44947 112639 250666 258165 6744 221025 229878 186526 124615 35665 165867 213592 229777 247839 61799
175622 120065 173848 195433 249246 169296 176800 181938 257447 185953 243376 43582 153026 76112 225372 254314
233316 84302 191080 5794 181279 181418 20077 114296 242989 255140 137673 169011 86003 228026 34577 96572
245447 257538 115415 17478 89156 36596 167200 246839 18537 193943 100100 1795 54614 127148 215026 118081
199758 63390 18297 42011 168232 95204 83365 9133 102300 179743 161917 234862 258285 203202 40051 204621
223198 192646 92595 32909 226094 50936 19975 236691 106183 206733 166311 135428 172247 72458 233757 230660
155135 116280 62895 233431 92412 24410 192567 165725 262059 68880 57374 58143 94540 76105 32340 105925

-- OLD

168396 94858 168071 163502 92711 86341 142290 94895 129459 248655 44296 70024 148511 51755 46914 179002
130467 156055 11192 260113 66886 72440 196571 119340 201951 235622 241365 65087 149380 22716 35323 102523
233646 168455 90835 19714 58251 162957 147131 111617 59743 231498 172818 144325 95703 169768 253093 26211
60513 58963 90469 225168 203476 255598 56411 225569 100221 145580 163250 69908 185459 34446 198054 189351
227560 19225 230989 11166 228781 14150 161952 8421 1629 148518 148462 52404 229491 79057 153780 32261
137044 206373 134907 66286 185456 68096 122261 199627 247793 25931 179851 154277 192997 138422 202585 95508
144204 78165 76567 163778 173315 192609 244199 98220 129898 679 95485 73123 207230 43223 64379 15563
120697 252803 184772 110154 245057 235654 248223 201657 80801 193870 199450 179627 65398 42152 180831 156368
255911 201057 90593 105982 197680 165451 118786 47426 104444 64462 248557 32796 68999 86398 190075 138076
151614 185424 219412 55136 45236 12158 25092 246525 72499 188048 192917 215269 125440 249947 30333 20724
7986 173487 49352 166034 98701 244880 168107 121917 2476 136838 167342 251026 198538 198674 75794 250767
40116 176480 252488 18432 64484 107991 128919 150005 107081 256828 85858 81883 122145 88450 74449 51563
50355 105167 253053 134346 171866 88163 110922 250739 249445 33587 260527 49074 40576 230877 160441 100459
80841 132954 62274 220728 42598 62506 241839 109470 3754 121622 27597 199708 156503 82965 211539 214250
100876 212938 63997 22974 25119 135531 47375 52944 60568 212309 190268 233403 220071 221282 61524 246954
194696 203137 95903 201770 172530 241620 34382 25509 184467 157946 215800 53884 5546 183629 243266 164995
