187812 32594 241346 197500 11209 5368 33643 198328 121706 216526 137930 34536 108512 219334 110488 259628
33382 74024 125404 127209 154795 175865 75450 236307 45268 157319 215110 172342 57629 154359 68920 70129
63754 133803 67195 238785 171111 190709 240297 143416 149584 180813 192831 168016 22605 199463 172731 254536
231426 241218 147216 183378 175553 237044 148184 224050 127898 134289 84928 23149 85371 99484 37643 114756
227437 109779 69065 142119 228315 137778 196583 234499 106132 87857 233879 110041 47149 46476 122651 223907
205794 231201 170537 203321 33884 53126 144525 52586 4879 231747 109764 205871 81803 104216 245798 224896
175316 184191 47282 229919 148874 128662 187672 16102 101441 59036 173644 161043 251575 146918 44191 181136
249090 109639 159765 182039 133570 5648 174021 6000 179708 30637 14463 129704 260437 236679 220309 231799
123893 156914 101193 167190 39312 141816 31131 98152 136554 95332 63045 93329 82479 24516 75386 31581
258843 172968 213563 23962 12576 191482 195129 169529 35853 63888 211357 167252 241773 69218 134299 16850
77010 259912 63118 58253 228430 101588 232033 29312 154696 205511 168690 238174 201414 232284 103506 193998
37220 137601 243984 68487 226821 259561 250235 91181 177344 244160 192609 58425 13204 126371 124436 256881
130244 142901 177998 237947 24498 56125 10467 204431 199553 231944 99033 59979 202635 107305 252621 150792
186690 169930 51334 241337 94349 176625 122553 34034 173855 122612 4743 68524 190826 195235 205361 158455
202614 138299 193510 14521 169295 104880 168337 216377 142973 196158 235405 145847 202739 42538 189484 160113
238375 40020 5856 149241 121091 111932 143446 212664 10875 110236 190654 245734 108467 201570 176373 55249 

-- OLD

201974 129624 245310 21383 46810 191200 126919 186898 82525 189703 238019 533 228891 255147 134210 235633
131701 236008 121978 163821 78478 222980 111001 185655 237778 165956 230643 228385 138758 203919 126423 41725
71154 150821 34821 238362 178951 19468 95650 255562 14348 111798 89062 257048 133184 231450 93221 104981
46036 79039 158765 149510 12882 127576 189731 258643 23211 193433 231350 40617 19867 1577 222472 144119
221464 231496 32681 1647 71638 15700 186265 50717 114931 219074 17405 56514 122747 23287 176808 192163
169255 66995 192848 39429 140911 38460 39085 56375 791 136040 79594 23321 221234 239221 150129 71254
138145 212302 20501 192230 191 139697 17955 164232 199303 90467 31417 228398 69224 249841 78720 111755
145572 201133 129890 181645 37541 125824 191768 210789 225079 125689 177063 229737 21193 76977 179043 228658
226457 86948 224712 42491 169191 162047 86745 212043 132335 254277 44095 60093 233253 246187 113382 36255
51693 90316 202202 22533 84521 94192 87608 76277 224722 253382 170770 60448 5983 230080 29003 197105
201791 166244 248979 204335 205190 15173 18573 237383 218928 3250 108021 252464 131075 154465 46230 134047
204045 63279 85964 121054 128643 64495 210748 218881 165889 38598 61045 163491 173324 196136 183823 195936
117431 258578 192804 18718 230150 169283 106980 206476 154255 185788 171430 162567 173370 88799 160589 38318
237532 73034 114673 226896 168358 154483 14016 238327 118917 34563 83725 217274 35153 146181 56998 22398
10709 82038 55023 152459 17786 134251 51139 118005 168559 81474 53866 136587 162990 130956 73970 224849
217862 28440 183505 19246 108330 85717 168283 51904 254503 48543 32615 102321 176921 129194 21212 229825
