174939 53041 133363 186305 130005 127880 132076 211242 211880 247018 144444 221530 238940 180188 224069 3489
37463 251806 53781 117801 96468 37038 58148 237676 26948 80098 249932 139605 21279 212626 70050 213555
126020 44501 196137 138246 167815 227409 41916 162806 191672 250233 253938 183013 179782 144005 188309 41469
83888 147867 88986 160657 148739 163606 30933 256234 203657 181443 248880 127966 81915 133851 6503 109721
55980 227762 203195 116710 206648 224737 52966 260282 26050 230310 11729 246626 114286 217741 31085 15221
157536 16101 154440 157423 110038 73844 141719 256227 210114 144924 32621 258230 200618 176519 158638 24438
49611 105934 191313 5758 228258 2082 154928 56673 257000 62303 241215 76267 12209 3242 108164 187308
22846 107426 39488 50503 182766 141566 68441 100777 155785 66360 103281 201489 233222 107506 7834 29911
231504 124984 36520 121638 229715 147902 179417 220729 174780 17629 108708 59981 121539 173507 262054 145344
255011 142373 82743 13721 104060 184640 225503 167611 71071 72468 69574 134113 114012 152377 197342 41474
188567 100467 134328 127941 256897 54830 195539 100173 22892 107006 52614 133526 252511 68124 125934 166999
164449 91018 6396 65763 259328 88375 108259 2098 39333 131999 44217 180596 239046 3977 130870 75495
216921 259448 112347 472 14322 136925 63166 146511 153575 239944 117072 93630 126299 165821 141041 222253
105787 173872 192088 72165 238149 249232 154047 252085 228217 134361 174126 111040 205794 190586 202882 120413
259037 166976 118208 203376 182856 253214 181930 239073 202156 94200 103677 246194 56790 192080 85126 190312
96523 134715 74679 215328 241507 35401 158051 74103 97342 232235 215196 188626 257575 195042 136824 165329

-- OLD

23110 213910 226338 31460 2919 258249 128225 248925 190111 245613 223776 122213 81824 259362 104067 195780
110595 214199 165305 78689 85269 35997 100332 21301 108256 35542 243708 4196 79702 22691 132467 165739
108602 169838 101459 225739 166452 152462 160511 182164 37964 22904 141127 242880 171021 220002 229703 140744
58960 163240 111669 249316 36809 175487 52868 98727 144639 52809 177568 167558 249573 257313 241163 47563
122136 16416 159564 172026 15789 65725 152891 142142 216766 221672 35211 36845 196280 67732 252136 260721
25738 53151 213191 89012 49185 38177 22460 206352 112826 132613 189023 138991 167104 143242 149096 255209
156520 216769 226960 164374 74423 215255 60990 131610 104329 112016 40754 216769 106777 123720 134336 202000
1234 78795 260705 49542 252190 223627 44126 186741 143020 200285 202099 119615 197059 117018 250295 6114
118851 196185 35436 14368 3018 128080 138719 185071 248590 5127 38440 199680 62646 249137 30671 58901
101832 675 176538 70571 142453 186583 114974 79022 235212 241089 71246 31121 245853 212030 5832 226808
209381 13216 80690 62256 67835 64159 113025 138688 12010 133680 179061 161570 77750 190198 32290 216119
236694 71767 164054 243209 240025 256376 65461 81393 237939 175950 86076 160810 1620 159906 2133 185335
213534 131357 159898 182111 182697 229209 24629 147359 23840 38626 220594 216408 245260 30433 96307 188889
90198 137533 74960 236990 254708 113763 180366 61069 152569 209936 207251 127761 147438 200628 163411 57431
137815 185779 55637 68936 49700 213029 9131 217384 126958 219361 18963 219772 252844 67602 125987 79441
41502 254580 102467 259715 194479 128641 172062 29124 131922 245878 220299 158775 16443 44364 247157 174255
