37556 25525 98916 15767 228997 94045 203498 78965 123775 226237 101296 122536 35577 104099 205397 52769
26470 160923 1605 72268 84555 153015 129932 207282 240237 176759 67482 47521 66617 218682 199481 214713
189237 87201 63049 129917 109423 178776 177836 199248 20234 27797 179604 27833 143289 72183 221803 71486
113789 182605 248822 178587 140730 259901 144459 238236 64192 102632 101984 127721 47363 183729 160500 12194
59338 119575 193900 137440 26216 97146 33710 163791 134721 33937 207338 201952 210999 57963 152880 46394
11117 107196 104747 193343 74490 216388 50116 119773 205029 161774 39517 214814 1884 219896 181563 181841
150688 31341 104970 174392 197035 69630 40011 881 260976 247573 25788 33358 157998 206201 127705 197741
69443 54169 254613 234849 71287 125519 211465 85863 142139 207943 100474 186962 103138 203440 96355 97777
221153 63152 49727 6936 227719 197783 112921 46221 12975 62120 195662 140818 86373 3441 134654 58738
125584 91879 36458 199883 248369 70551 8903 197516 241268 198981 40935 152976 10355 136854 50547 47135
79924 22338 139096 214196 166886 157726 4370 25037 121267 133751 224712 249545 106590 242280 255994 213324
208282 246474 204229 31008 121516 174483 216466 97928 105568 242466 259554 96197 97572 100570 88456 229353
41971 114623 136909 140872 258251 174249 217703 56716 235744 244125 74300 48838 161179 59478 122051 140203
92424 30919 77084 138487 198905 240109 201167 232827 102307 27650 46435 119155 221307 195447 215494 14339
190908 213615 177832 218991 235505 260200 214448 162853 52101 175644 8980 251466 39577 90189 199970 170140
153776 176496 131616 176574 62621 37831 72356 61579 48189 21748 6844 248360 23030 2396 183422 8024

-- OLD

189768 171942 68715 177581 224056 76432 66785 178741 201073 137192 123871 198116 38873 207418 140809 116073
59242 62832 37172 150739 219822 58764 47200 143645 257154 171326 23922 261395 73801 174191 188458 9949
59245 122002 27892 11432 318 50133 260717 60359 74557 141413 199637 253232 100970 79976 222112 203289
45814 191805 111331 199225 250631 80191 139120 144775 30376 110500 95233 218402 215100 28867 184620 150831
126106 198146 122491 257041 37235 107364 92229 146211 72094 60781 33958 246261 164537 67015 221718 105860
100074 225255 172931 244050 149835 136544 10132 944 177406 44274 128953 234767 254839 57918 116750 122168
49240 151913 248580 181016 6899 112051 227414 163937 147344 254470 205251 119946 87578 172607 237401 250903
167609 14276 65232 248963 152042 127561 98105 124050 13301 49026 107092 81458 179673 192336 201675 120476
46159 107201 82417 115000 228315 68886 189346 162074 227713 178200 62316 46565 245812 229451 128401 18814
194 139842 73504 108609 148148 247099 230633 20677 179520 17532 159901 180602 223222 220059 161768 206965
55935 4621 123738 72789 245445 62450 177202 240214 198993 181140 203880 32011 176841 150410 72706 107059
143685 193102 222882 158518 78726 2287 127090 140641 122158 109818 16915 55243 239574 84251 252531 83888
116619 180477 148053 186212 204197 180904 52122 153688 227096 175242 74730 197116 241908 41324 19609 237212
31709 128133 69534 96449 18110 157822 249788 185087 65252 11148 261552 183556 113383 79654 218123 27625
179358 147948 192137 38066 10113 127785 182654 158067 56414 215390 187666 170351 42185 110653 182858 152794
83204 129428 5931 207955 15638 45161 127930 114650 180257 82596 116104 60394 9051 184674 20430 170425
