127311 132597 162830 238753 96211 220283 190353 117045 204694 242024 252471 235830 255893 196807 56352 42868
112527 153107 16534 16417 184590 99009 98427 120747 15111 134822 231780 254688 248572 84156 97178 127379
166667 88554 220491 45428 230763 247496 207673 175407 117470 39319 23546 117462 45797 191377 138306 30150
4771 168785 97754 133235 64378 44583 227958 100888 207287 55768 44587 127171 157483 249974 31102 82726
260280 35943 201336 105073 53191 31639 31047 48369 201064 260841 170916 41850 141579 13159 26320 261795
184593 38046 155179 223267 185374 240147 219667 8304 129202 241153 86217 230923 100388 187590 45358 232806
88823 152684 138205 224460 106098 68068 202589 199151 232331 98931 163760 10488 175702 82022 499 79523
9920 226378 113617 17050 115587 109125 247189 43728 155146 22056 18653 149588 198931 119338 81413 76331
206232 209453 218966 181046 21143 48077 27332 117563 244631 91480 69848 255392 100337 209865 3025 50408
256008 82593 93094 243582 252900 137864 100587 49138 194800 7853 200430 171473 64616 247901 144136 185179
200117 6246 75705 245634 182117 173504 255657 249266 44835 70901 239128 206635 4021 60103 257485 117079
78102 185149 64694 206651 76659 229511 42038 183411 59562 66355 35202 226451 232855 126682 98294 50398
106437 149208 4485 123287 235144 53438 30862 190364 231953 176952 244652 135674 246948 217843 215304 188449
133732 27547 149351 96772 37351 250981 231915 259945 47634 121028 89643 188186 170136 99118 232536 238700
97662 9240 133836 111901 245111 113480 204557 249712 119847 146500 136022 61736 115312 259528 125966 36648
23093 242847 38094 147409 5542 133869 70743 8949 49626 88601 54351 259531 221278 119966 60228 224866

-- OLD

92629 46519 158103 68262 170370 109340 96254 25062 259841 104128 171431 113675 189462 45000 243384 187621
23429 199195 247226 110820 72953 213731 232139 118794 13499 16381 62241 170341 237291 123222 253665 141302
137280 176702 112514 84671 202456 148603 82528 243626 236793 41371 159934 53795 142562 96818 22448 229029
243309 80873 28526 220802 245541 89795 88581 199022 226602 4651 134766 124922 140275 206903 250121 198428
186113 64698 239576 103805 66167 187075 212766 45288 22640 110772 70626 117352 5893 88548 217771 231886
58843 239246 240551 88570 133584 217874 20521 251621 201996 187256 221691 92939 109149 182448 25785 125339
142614 110153 96006 37566 50349 176498 59263 40099 83003 224014 131647 61930 96445 212532 175193 247100
142355 162253 153787 261538 233939 236519 145078 224799 96030 42464 159610 222734 91015 45889 172365 14240
144611 11376 10348 145975 182347 114242 236456 160588 8061 146859 23154 30252 103938 120 177107 57199
141388 247635 26054 191961 242508 220577 91931 214687 52312 182409 35466 181265 171886 90812 41428 213760
236684 172929 10742 246493 182454 38707 202239 26269 22086 213676 193707 255193 199181 61533 186363 174504
197057 62606 12374 201951 234493 61321 3581 44727 231078 192320 110896 213015 2115 83407 49775 107723
81817 154961 51221 176445 142149 70786 129092 81734 179609 156173 6339 245901 36 13229 228700 242444
232967 196035 43393 240767 224612 196610 213411 243744 70057 14048 188227 133093 195806 196518 112184 35021
38311 53622 31976 29824 120364 21313 141063 168369 127057 207038 72490 142470 188341 154418 85140 109848
111294 186547 256074 248636 179987 56187 174142 93504 36880 90865 22251 107405 156818 17005 113530 239759
